category,subcategory,level,answer,pred,response
Syntax,Agreement,3,C,,[EMPTY_RESPONSE]
Syntax,Agreement,3,D,D,"지문에서 ""드신""은 주어에 대한 높임법(제어어 높임)으로, 주어(총장님)의 존중을 나타낸다. 문제는 동일한 종류의 높임법이 사용된 문장을 찾는 것임.  
옵션 D의 ""없으시군""은 ""있다""의 높임형 ""있으시다""로, 주어(어린애)를 존중하는 형태로 제어어 높임을 사용함. 이는 지문의 ""드신""과 같은 종류의 높임법임. 다른 옵션들은 주어 높임이 아니거나 다른 형태임.

### ANSWER
D"
Syntax,Argument Structure & Valency,3,D,,[EMPTY_RESPONSE]
Syntax,Embedded Clauses,3,J,,[EMPTY_RESPONSE]
Semantics,Rhetorical Expressions,3,J,,[EMPTY_RESPONSE]
Semantics,Rhetorical Expressions,3,B,A,"지문에서 소비자들은 명품 소비를 줄이고 실리적인 구매를 선호했지만, 명품 브랜드들은 가격 인상을 진행하며 전략을 변경하지 않았다. 문제는 이 상황을 설명한 것으로 가장 적절하지 않은 선지를 찾는 것이며, 즉 지문의 사실과 모순되는 또는 상황을 잘 설명하지 않는 선택지를 찾아야 한다.  

- **A**: ""소비자들은 목구멍이 포도청이었을 거야""는 소비자들이 명품을 매우 열망하고 있다고 언급하는데, 지문에서 소비자들은 명품 소비를 줄였기 때문에 이 말은 상황과 완전히 모순된다.  
- 다른 옵션(B, C, D, E, F, G, H, I, J)은 지문의 상황(고금리·물가 상승, 소비자 행동 변화, 브랜드의 전략 유지)을 설명하거나 해석하는 데 어느 정도 맞춰진다. 예를 들어, G는 브랜드가 상황을 악화시키는 행위를 비판하고, H는 브랜드의 전략 배경을 암시한다.  

따라서 가장 적절하지 않은 것은 소비자 행동을 잘못 설명하는 **A**이다.  

### ANSWER
A"
Semantics,Rhetorical Expressions,3,C,H,"### Reasoning
The passage describes a persistent problem where qualification exam scope is excessively broad and overly difficult, preventing students from focusing on research and leading to unresolved complaints and poor research outcomes. The task is to identify the option that **does not appropriately** reflect this ongoing, negative situation. 

- Options like **B** (""본질을 보지 못한 근시안적인 행태야"") and **J** (""다람쥐 쳇바퀴 돌듯 반복되는걸 보면 나름의 근거가 있을 거야"") directly align with the idea of short-sightedness and repetitive, unproductive patterns.  
- **H** (""겨울이 지나면 봄이 온다고, 달라질 수도 있어"") suggests **optimistic change** (""after winter comes spring""), implying improvement is possible. This contradicts the passage’s emphasis on a **continuing, unresolved problem** (""꾸준히 반복되자""). It does not describe the current stagnant, negative reality but instead speculates on future change, making it inappropriate for the situation.

### ANSWER
H"
Morphology,POS & Morphemes,3,A,E,"지문에서 ""정부(에서)""의 격 조사는 **부사격 조사**로, 장소를 나타내는 부사격 조사(에,에서 등)에 해당한다. 문제에서 요구하는 것은 동일한 부사격 조사 유형이다.  
- **E 선택지**: ""극장 앞(에) 도착했다""에서 **에**는 장소를 나타내는 부사격 조사로, ""에서""와 같은 부사격 조사 유형이다.  
- 다른 선택지(C, J)는 수혜자(부사격)를 나타내는 부사격 조사이지만, 주된 기능이 다르다.  

### ANSWER
E"
Semantics,Rhetorical Expressions,3,I,B,"지문에서 빈 칸은 자영업자들이 하기 어려운 상황에서 노력하는 일의 방식을 나타내야 한다. 대부분의 선택지는 노력이나 고생을 강조하는 관용 표현이다(예: 기를 쓰고, 땀 흘려, 허리가 휘어지게 등). 하지만 **B: 가시밭길 위에서**는 특정 장소를 나타내는 표현으로, 일의 방식을 설명하는 데 적합하지 않다. 다른 선택지는 모두 일을 하며 느끼는 고통이나 노력을 설명하는데, B는 문맥과 부합하지 않는다.

### ANSWER
B"
Semantics,Numeral Classifiers,3,H,D,"The context mentions ordering a sample for test cooking (""시험 조리용으로 샘플 오징어부터 주문해 봅시다""), which requires a small quantity for trial purposes. Option D (""열 개면 충분해 보입니다"") suggests ten pieces would be sufficient, which is a reasonable and modest sample size for testing. Other options either propose larger quantities (e.g., G, J) or unclear/impractical units (e.g., H, I), making D the most appropriate response for a sample order.

### ANSWER
D"
Morphology,POS & Morphemes,3,D,D,"### 분석  
문제는 한국어 형태소에 대한 설명 중 **올바르지 않은** 것을 찾는 문제이다. 각 선택지를 검토해 보자.  

- **D 선택지**: ""의존 형태소들끼리만 결합해서는 단어를 형성할 수 없다.""  
한국어에서 **용언**은 **어간(의존 형태소)**과 **어미(의존 형태소)**가 결합하여 단어를 형성한다. 예를 들어 ""먹어""는 어간 ""먹-""와 어미 ""-어""가 결합한 형태이다. 두 의존 형태소가 결합하여 유효한 단어를 형성하므로, 이 문장은 **틀린 설명**이다.  

다른 선택지는 모두 정확한 설명이다.  

### ANSWER  
D"
Semantics,Semantic Compatibility,3,C,A,"지문에서 각 <보기>를 검토하면, ""러시아""는 ""러시아에서""로 장소격(장소역)으로 사용된다 이는 유일한 정답이다. 다른 옵션들은 문장 구조와 문법적 역할이 일치하지 않는다. 따라서 정답은 1개이다.

### ANSWER
A"
Semantics,Semantic Compatibility,3,B,J,"지문 ""광어는 [도다리] 같다""는 비교 구조에서 괄호 단어가 비유의 대상이 되어 ""같다""로 비교된다. 옵션 중에서도 J(""천사 같은 우리 선생님이 좋다"")는 ""[천사] 같은""으로 동일한 비교 구조(비유)를 사용하며, 괄호 단어가 ""같은""을 통해 비교 대상으로 기능한다. 다른 옵션들은 비교 대상이 아니거나 구조가 다르다.  

### ANSWER  
J"
Semantics,Semantic Compatibility,3,B,F,"지문에서 [돌부리]는 비서가 넘어지게 된 물리적 장애물로, 사고의 직접적 원인으로 작용한다. 옵션 중에서도 F는 친구의 [다리]가 넘어지게 된 장애물로 동일한 역할을 한다. 다른 옵션들은 시간, 추상적 원인(변심, 교란 등) 또는 물리적 대상이지만 사고 원인 역할이 아니며(자동차, 커피 등) 의미적 역할이 다르다.

### ANSWER
F"
Semantics,Semantic Compatibility,3,B,B,"### 추론:
지문에서 ""재""는 숯더미가 변한 최종 상태(재로 변함)를 나타낸다. 즉, 괄호 안 단어가 **변화의 결과 또는 새로운 상태**를 의미해야 한다.  
옵션 B에서 ""[7번 아이언]으로 바꾸어 들었다""는 선수가 도구를 변경한 결과를 나타내며, 이는 원문의 ""재""가 숯더미의 변한 상태와 유사한 의미적 역할(변화 후의 새로운 상태/도구)을 수행한다. 다른 옵션들은 위치, 주어, 원인 등 다른 역할을 한다.

### ANSWER
B"
Semantics,Semantic Compatibility,3,A,I,"지문에서 각 괄호 내용의 의미적 역할을 분석하면, [강아지]는 드라마 속 기억되는 개이며, [흰둥이]는 실제 집에 있는 개로, 둘 모두 '개'라는 의미적 범주(생물·대상)의 역할을 한다. 다른 쌍들은 시간([오늘]), 기상([날씨]), 체험자([나]), 상태([추위]) 등 서로 다른 역할을 수행한다. 따라서 가장 유사한 의미적 역할은 [강아지]와 [흰둥이]이다.

### ANSWER
I"
Semantics,Semantic Compatibility,3,B,E,"지문에서 [회사1], [회사2], [회사3]은 모두 '회사'로서 동일한 의미적 역할(근무지 또는 사업장)을 수행한다. 다른 옵션은 다양한 장소(식당, 휴게실, 집)가 혼합되어 있거나, 역할이 일치하지 않는다. 따라서 가장 유사한 의미적 역할을 가진 것은 E이다.  

### ANSWER  
E"
Syntax,Argument Structure & Valency,3,H,C,"지문에서 격조사는 의문어의 문법적 역할을 나타내는 조사로, 에, 에서, 부터, 가 등이 포함됩니다. 문장 내 격조사들을 확인하면:  
- 지난 번**에** (에)  
- 학회**에서** (에서)  
- 입장문**에** (에)  
- 내후년**부터** (부터)  
- 평생회원 제도**가** (가)  
총 5개의 격조사가 존재합니다. 다른 조사(은, 라, 등)는 격조사에 포함되지 않습니다.

### ANSWER
C"
Morphology,POS & Morphemes,3,B,,[EMPTY_RESPONSE]
Syntax,Argument Structure & Valency,3,A,,[EMPTY_RESPONSE]
Morphology,Verbal Conjugation,3,C,,[EMPTY_RESPONSE]
Syntax,Ellipsis,3,D,,[EMPTY_RESPONSE]
Phonetics/Phonology,Phonological Constraints,3,H,,[EMPTY_RESPONSE]
Phonetics/Phonology,Phonological Constraints,3,C,,[EMPTY_RESPONSE]
Phonetics/Phonology,Suprasegmental Features,3,A,J,"지문에서 작은따옴표 내 단어는 공, 간, 눈, 돈, 무, 배, 감이다. 장음은 오와 우와 같은 장모음으로 발음되는 단어를 의미한다. 공(오), 눈(우), 돈(오), 무(우)가 장음으로 발음된다. 다른 단어(간, 배, 감)는 짧은 모음으로 발음된다. 정답은 공, 눈, 돈, 무를 모두 포함한 옵션 J이다.

### ANSWER
J"
Semantics,Semantic Compatibility,3,F,,[EMPTY_RESPONSE]
Morphology,POS & Morphemes,3,J,,[EMPTY_RESPONSE]
Semantics,Semantic Compatibility,3,E,F,"지문에서 각 괄호 단어의 문법적 역할을 분석해 보자.  
- [해외]는 ""해외로 떠나는""에서 목적지(경로)를 나타내어 [국내]의 경로역으로 볼 수 있다.  
- [국내]는 ""국내 여행지""로 내수 진작의 기준 지점이 되므로 ""없었다""의 기준치역이다.  
- [내수]는 국내의 장소적 개념을 추상화한 형태이므로 [국내]의 장소역이다.  

기타 옵션들은 역할이 일치하지 않다. 따라서 알맞은 설명은 3개이다.

### ANSWER
F"
Semantics,Semantic Compatibility,3,J,,[EMPTY_RESPONSE]
Semantics,Semantic Compatibility,3,B,,[EMPTY_RESPONSE]
Semantics,Semantic Compatibility,3,H,H,"지문에서 [귀족]은 다빈치가 정식 학교에서 교육을 받지 못한 비교 대상으로 언급되며, ""다빈치는 당대 [귀족]이나 [식자층]의 [자녀]들처럼""이라는 구조에서 [귀족]은 다빈치에 대한 비교의 기준치(기준치역)로 기능한다. 다른 옵션들은 문맥이나 문법적 역할과 일치하지 않는다.  

### ANSWER  
H"
Morphology,POS & Morphemes,3,C,I,"### ANALYSIS  
- **Option I** pairs the word ""크고"" with **동사 (verb)**. However, ""크다"" is a **형용사 (adjective)**, and ""크고"" is its connective form, not a verb. Verbs in Korean end in -다 (e.g., 먹다), while adjectives like 크다 modify nouns or describe states. Thus, labeling ""크고"" as 동사 is incorrect.  
- All other options correctly match the quoted word to its part of speech (e.g., ""둘"" = 수사, ""그"" = 대명사, ""그저께"" = 부사, etc.).  

### ANSWER  
I"
Syntax,Argument Structure & Valency,3,D,,[EMPTY_RESPONSE]
Semantics,Semantic Compatibility,3,A,I,"지문에 따르면 인도, 미국, 태국이 한류 관련 보도가 가장 많은 국가 3곳으로 언급되었으며, 이들은 한류와 함께 주요 역할을 하는 것으로 해석된다. 옵션 I는 이 세 국가를 한류의 동반 주역으로 정확히 설명한다. 다른 옵션들은 개별 국가에 부정확한 역할을 부여하거나 조사 범위를 잘못 해석한다.  

### ANSWER  
I"
Phonetics/Phonology,Phonological Constraints,3,A,,[EMPTY_RESPONSE]
Phonetics/Phonology,Phonological Alternation,3,G,,[EMPTY_RESPONSE]
Morphology,Verbal Conjugation,3,H,I,"### Reasoning:
The question asks which verb **does not** share the same type of irregular conjugation as ""눋다"". ""눋다"" is an irregular verb that undergoes specific vowel or consonant changes in its conjugation pattern, similar to verbs like **붇다**, **벋다**, **듣다**, and **묻다**, which all exhibit irregular stem changes (e.g., vowel shifts or loss of certain sounds). In contrast, **걷다** (option I) is a **regular verb**—its conjugation follows standard patterns without irregular stem changes (e.g., 걷다 → 걷는, 걷고). Thus, it does **not** share the irregular conjugation type of ""눋다"".

### ANSWER
I"
Morphology,Word Formation,3,B,C,"### 추론 과정
문제는 파생어를 원형을 밝혀 직접 구성 성분으로 쪼갠 것이 적절하지 않은 예를 찾는 것입니다. 각 옵션을 검토해 보자면:  
- **A, B, D, F, H, J**는 일반적으로 통용되는 분해 방식으로 적절합니다 (예: 이파리 = 잎 + 아리, 헛발질 = 헛 + 발질 등).  
- **E (마개 = 막 + 애)**는 '개'가 아닌 '애'를 사용해 문자가 틀려 분해가 부적절할 수 있지만, 주된 어원 오해는 아니며 부분적 오타 수준입니다.  
- **G (주검 = 죽 + 엄)**도 분해가 전혀 관련이 없지만, '주검'은 '주(몸)' + '검(검사)'에서 유래한 단어로, '죽 + 엄'은 명확히 부적절합니다.  
- **C (비로소 = 비롯 + 오)**는 가장 대표적인 잘못된 분해입니다. '비로소'는 '천천히, 점차'라는 뜻의 고유 어형이며, '비롯(기원)'과 '오(오다)'를 결합한 것은 어원적으로 전혀 근거가 없고, 일반적인 오해입니다. 이는 한국어 어원 연구에서 잘못된 예로 자주 지적됩니다.  

따라서 가장 명확히 적절하지 않은 분해는 **C**입니다.

### ANSWER
C"
Morphology,Word Formation,3,C,,[EMPTY_RESPONSE]
Morphology,Word Formation,3,H,B,"지문의 ""기름지다""는 명사 ""기름""에 후缀 ""-지다""가 붙어 파생어로 형성됨. 같은 구조의 파생어는 ""그늘지다""로, ""그늘""에 ""-지다""가 붙어 형성된 파생어이다. 다른 옵션들은 합성어 또는 다른 구조임.

### ANSWER
B"
Morphology,Word Formation,3,B,H,"### Reasoning
The question asks for a compound word with the same semantic combination type as ""입방아"". In Korean linguistics, compound words can be **대등** (coordinate, equal parts), **종속** (subordinate, one part modifies the other), or **융합** (fusion, merged into a new meaning).  
""입방아"" combines ""입"" (mouth) and ""방아"" (mill), where ""입"" modifies ""방아"", making it a **종속** relationship (the head noun is ""방아"", and ""입"" is the modifier).  
Among the options, **옷자락** (옷 + 자락) follows the same pattern: ""옷"" modifies ""자락"" (edge), clearly a **종속** structure. Other options like ""달걀"" or ""물개"" represent **융합** or **대등**, not **종속**.

### ANSWER
H"
Morphology,Word Formation,3,E,,[EMPTY_RESPONSE]
Syntax,Ellipsis,3,G,E,"### Reasoning
The sentence requires correct spacing around Korean particles and adverbs. ""창작은"" ends with the topic marker `은`, after which the adverb `커녕` must be separated by a space (position 1). `커녕` as an adverb also requires a space before `설명서` (position 2). `설명서` combines directly with the postposition `대로` without a space (position 3 not needed). Finally, `대로` as a noun-like postposition must be followed by a space before the particle `조차` (position 4 needed). Thus, positions 1, 2, and 4 require spaces, summing to **7**.

### ANSWER
E"
Phonetics/Phonology,Suprasegmental Features,3,H,J,"### Reasoning  
- (ㄷ) ends with **-세요** (imperative ending), while (ㄹ) ends with **-어요** (declarative/polite ending). They do **not** use the same ending.  
- Option J claims they are the same, which is false. All other options correctly classify the sentence types or endings.  

### ANSWER  
J"
Semantics,Semantic Compatibility,3,E,J,"### 분석:  
지문 ""광어는 [도다리] 같다""는 광어가 도다리(낙지의 다리)를 비유적으로 비교하는 구조이다. 여기서 괄호 내용인 ""도다리""는 **비유의 표준(비교 대상)** 역할을 한다.  
옵션 중에서도 J(""천사 같은 우리 선생님이 좋다"")는 ""[천사]""가 비유의 표준으로 사용되어 **""X는 Y 같은"" 구조**를 공유하며, 의미적 역할이 가장 유사하다. 다른 옵션들은 비교 대상이 아니거나 문법적 역할이 다르다.  

### ANSWER  
J"
Semantics,Semantic Compatibility,3,J,F,"지문에서 [돌부리]는 비서가 급하게 뛰어가다가 물리적으로 걸려 넘어진 사고의 원인인 물리적 장애물로 사용된다. 옵션 중에서도 F는 친구가 적의를 품고 슬며시 내민 [다리]에 걸려 넘어진 상황으로, 물리적 장애물이 사고를 유발하는 역할이 정확히 일치한다. 다른 옵션들은 추상적 원인(변심, 교란 등)이나 다른 맥락의 대상(커피, 시간 등)을 사용한다.

### ANSWER
F"
Semantics,Semantic Compatibility,3,E,E,"### 추론  
원문에서 ""[재]""는 숯더미가 변한 최종 상태(결과)를 나타낸다. 즉, 주어진 물건이 변형된 새로운 형태 또는 상태를 의미하는 역할을 수행한다.  
옵션 중에서도 **E**는 선수가 마지막 홀에서 **7번 아이언으로 바꾸어 들었다**는 구조로, 선수가 사용 도구를 새로운 상태(7번 아이언)로 변경한 것을 나타낸다. 이는 원문의 ""숯더미가 재가 되다""의 변형된 결과 상태 역할과 유사하다. 다른 옵션들은 위치(지역), 원인, 주체 등 다른 문법적 역할을 수행한다.  

### ANSWER  
E"
Semantics,Semantic Compatibility,3,E,I,"### 분석
지문에서 각 괄호 단어의 의미적 역할을 분석하면:  
- **[나]**는 체험자(experiencer)로, 추위를 겪는 주체이다.  
- **[강아지]**는 ""생각났다""의 주어로, 생각되는 대상(내용)으로 기능한다.  
- **[흰둥이]**는 ""부럽다""의 주어로, 부러워하는 대상(내용)으로 기능한다.  

이 중 **[강아지]**와 **[흰둥이]**는 모두 생각되거나 부러워지는 **대상(content/patient)** 역할을 수행한다. 다른 쌍들은 체험자, 원인, 시간 등 서로 다른 의미적 역할을 수행한다. 따라서 이 두 단어의 의미적 역할이 가장 유사하다.

### ANSWER
I"
Semantics,Semantic Compatibility,3,E,C,"지문에서 [퇴근]은 시간적 상황을, [회사]는 공간적 상황을 나타내며, 둘 모두 문장의 주요 사건을 설명하는 데 필요한 배경 정보를 제공한다. 이 두 용어는 문장의 의미 구성에서 **상황 설정 요소**로서 유사한 역할을 수행한다. 다른 옵션들은 위치(예: [번화가], [회식 장소]) 또는 목적([승진]) 등 다른 역할을 하므로 유사도가 낮다.  

### ANSWER  
C"
Semantics,Semantic Compatibility,3,I,A,"지문에서 괄호된 어휘들의 역할을 분석하면, [회사1], [회사2], [회사3]은 모두 '회사'라는 의미에서 직장이나 이동 지점으로서 일정한 역할을 수행한다. 이들은 모두 이동의 출발지나 도착지로 언급되며, 문장의 의미 구성에 일관된 위치 개념을 제공한다. 다른 옵션들은 집이나 시설 등 서로 다른 범주의 위치를 혼합하고 있으므로 가장 유사한 역할을 가진 그룹은 A이다.

### ANSWER
A"
Phonetics/Phonology,Phonological Alternation,3,G,,[EMPTY_RESPONSE]
Phonetics/Phonology,Phonological Alternation,3,J,,[EMPTY_RESPONSE]
Phonetics/Phonology,Phonological Alternation,3,G,D,"문제에서 작은 따옴표 내 모음 축약이 잘못된 것을 찾아야 한다. 각 옵션을 검토하면, D 옵션의 '뉘다'는 '넣다'의 과거형 축약이 잘못되었다. '넣다'의 과거형은 '넣었다'로, '뉘다'는 정확한 모음 축약을 적용하지 않았으며 오타로 보인다. 다른 옵션들은 모두 적절한 축약을 사용하고 있다.

### ANSWER
D"
Pragmatics,Implicature,3,J,B,"지문에서 갑은 방송에 나온 장소를 방문하고 싶다는 의도를 나타내는 발화(""우리는 저런 데 언제 가 보나?"")를 하며, 을은 ""다 텔레비전으로 보니까 예쁜 거야.""라고 답합니다. 이 발화는 TV 방송의 영상적 표현(예: 연출, 영상 처리 등)이 장소를 예쁘게 보이게 한다는 의미로, 방송의 아름다운 연출에 대한 만족을 드러냅니다. 다른 옵션들은 발화의 실제 의미와 일치하지 않습니다: A, C, G, H는 사실과 반대되거나 근거가 없으며, D, E, F는 발화의 의도를 오해하고 있습니다. I와 J는 갑의 발화에 대한 해석이지만, 질문은 전체 대화에서 가장 적절한 결론을 요구하며, 을의 발화에서 직접적으로 알 수 있는 점이 중심입니다.

### ANSWER
B"
Morphology,Verbal Conjugation,3,A,A,"### 추론
문제는 **명사형 어미가 결합한 용언의 활용형이 포함되지 않은 문장**을 찾는 것입니다. 명사형 어미(예: -다, -기, -음 등)는 동사를 명사로 전환할 때 사용됩니다. 각 문장을 분석해 보겠습니다:  
- **(ㄱ)** ""배추는 솎음을 해줄 필요가 있어"": ""필요가 있다""는 구조에서 ""필요""는 명사로, ""있어""는 동사입니다. 명사형 어미 활용형이 없습니다.  
- 다른 문장들(ㄴ, ㄷ, ㄹ, ㅁ, ㅅ, ㅈ, ㅊ 등)은 모두 명사형 어미(예: -기, -음, -은)가 결합한 형태를 포함하고 있습니다.  

따라서 **명사형 어미 활용형이 없는 유일한 문장은 (ㄱ)**입니다.

### ANSWER
A"
Pragmatics,Implicature,3,H,G,"### ANSWER  
G  

**Reasoning:**  
을 explains they called urgently (""급히 할 말이 있어서 그래""). 갑’s response should logically question the late call’s reason. Option G (""이 시간에 불러내다니 무슨 일이야?"") directly asks ""What’s the matter calling at this hour?"" fitting the context, prompting 을’s urgent explanation. Other options don’t align with 갑 initiating inquiry about the sudden call."
Morphology,Word Formation,3,B,G,"지문 미화는 ""미""가 어근 앞에 결합한 구조이다. 문제는 어근을 기준으로 접사가 결합되는 위치가 미화와 동일한 것을 찾아야 한다. 미화에서 접사(미)가 어근(화) 앞에 위치하므로, 같은 구조인 것은 접사가 어근 앞에 결합된 단어이다.  
- **G: 드솟다**는 ""드""가 접사로, ""솟다""가 어근으로 구성되어 미화와 동일한 위치(접사가 어근 앞)에 결합된다. 다른 옵션들은 접사가 어근 뒤에 있거나 복합어 구조이다.  

### ANSWER
G"
Phonetics/Phonology,Phonological Alternation,3,I,,[EMPTY_RESPONSE]
Morphology,Word Formation,3,G,,[EMPTY_RESPONSE]
Morphology,Verbal Conjugation,3,D,,[EMPTY_RESPONSE]
Morphology,Verbal Conjugation,3,J,H,"지문에서 활용 시 어미가 변화하는 용언(불규칙 동사/형용사)은 하다 기반 동사(아니하다, 공부하다), 빻다, 더럽다, 좋다 총 5개이다. 다른 용언은 정규활용이다.

### ANSWER
H"
Phonetics/Phonology,Articulatory Phonetics,3,J,,[EMPTY_RESPONSE]
Phonetics/Phonology,Articulatory Phonetics,3,H,,[EMPTY_RESPONSE]
Phonetics/Phonology,Articulatory Phonetics,3,F,B,"### Reasoning:  
The question asks for a consonant that is **not 무기음 (unaspirated)** and is a **파찰음 (affricate)**. Affricates in Korean are ㅈ, ㅉ, and ㅊ. Among these, ㅉ is a **tense (쌍자음)** affricate, making it **not 무기음**. ㅈ and ㅊ are plain (무기음) affricates, so they are excluded. Thus, ㅉ (option B) is the correct choice.

### ANSWER  
B"
Phonetics/Phonology,Articulatory Phonetics,3,B,,[EMPTY_RESPONSE]
Phonetics/Phonology,Articulatory Phonetics,3,A,,[EMPTY_RESPONSE]
Phonetics/Phonology,Articulatory Phonetics,3,J,J,"지속음은 발음 시 공기가 끊임없이 나오는 자음으로, 마찰음(ㅅ, ㅈ, ㅊ, ㅎ)과 비음(ㄴ, ㅁ, ㅇ)이 해당됩니다. 그러나 이 질문에서 단일 정답을 선택해야 하며, 일반적으로 마찰음 중 **ㅅ**은 순수한 마찰음으로 가장 대표적인 지속음입니다. 다른 옵션 중 비음(ㄴ, ㅁ, ㅇ)도 지속음이지만, 이 질문의 맥락에서 **ㅅ**이 가장 명확한 정답입니다.

### ANSWER
J"
Phonetics/Phonology,Phonological Constraints,3,D,,[EMPTY_RESPONSE]
Phonetics/Phonology,Phonological Constraints,3,B,,[EMPTY_RESPONSE]
Phonetics/Phonology,Phonological Constraints,3,E,D,"### Reasoning  
The given examples (아장아장, 엉금엉금, 홀짝홀짝, 훌쩍훌쩍) all follow a pattern where a **two-syllable unit is repeated identically** (e.g., ""아장"" → ""아장아장""). Most options (A–C, E–J) maintain this exact repetition structure. However, **D: 알록달록** uses **two distinct syllables** (""알록"" and ""달록"") instead of repeating the same unit, breaking the observed pattern most significantly.  

### ANSWER  
D"
Phonetics/Phonology,Suprasegmental Features,3,J,C,"지문에서 작은따옴표 안의 단어를 확인하면 **밤, 눈, 성인, 굴, 병, 말, 밤, 눈, 손, 발** 총 10개가 있다. 장음으로 발음되는 모음은 **아, 어, 오, 우, 이, 에, 여** 등으로, 각 단어의 모음을 검토하면 **밤(아), 눈(우), 성인(이), 병(이), 말(아), 밤(아), 눈(우), 손(오), 발(아)** 총 9개가 장음 모음을 포함한다. '굴'은 ㅡ(유음)로 장음이 없다. 따라서 총 개수는 9이다.

### ANSWER
C"
Phonetics/Phonology,Phonological Constraints,3,B,C,"### 분석:
- **갈등 [갈뜽]**에서 ‘정’의 발음이 ‘뜽’으로 변하는 것은 평파열음(예: ㅇ, ㅎ)과 평장애음(예: ㅈ, ㅊ)이 인접할 수 없다는 음소 배열 제약에 의한 현상입니다. 이 제약으로 인해 발음이 조정됩니다.  
- 다른 옵션들은 잘못된 설명입니다:  
  - **A, E, J**는 발음 변동 또는 표준성에 대한 잘못된 주장입니다.  
  - **B, F, G, H, I**는 해당 예시의 음운 변동 원인을 정확히 설명하지 못합니다.  

### ANSWER
C"
Syntax,Argument Structure & Valency,3,A,,[EMPTY_RESPONSE]
Syntax,Argument Structure & Valency,3,F,C,"문제에서 요구하는 것은 꺽쇠 안의 서술어가 세 자리 수를 요구하는 문장이다. 각 문장의 서술어와 문맥을 분석하면, C 문장에서 ""가격이 웬만한 직장인의 월급과 맞먹는다""는 구조에서 '월급'은 일반적으로 한국에서 300만 원 정도로 표현되며, 이는 세 자리 수(300)로 나타낸다. 다른 옵션들은 한 자리 또는 두 자리 수를 사용하거나 숫자 요구가 명확하지 않다. 따라서 C가 정답이다.

### ANSWER
C"
Semantics,Ambiguity,3,J,,[EMPTY_RESPONSE]
Syntax,Argument Structure & Valency,3,E,G,"### 분석  
문제는 꺽쇠 안의 서술어(동사)가 **세 자리 수의 숫자를 요구하는 경우**를 찾는 것입니다. 세 자리 수는 100에서 999까지의 숫자를 의미합니다. 각 선택지의 꺽쇠 안 동사를 검토할 때, 해당 동사가 세 자리 수의 숫자를 보조하는지 확인해야 합니다.  

- **G 선택지**: ""옆 방의 고시생이 5수만에 사법고시에 **패스했다**""  
  여기서 **패스했다**는 동사이며, ""5수만에""는 50,000(다섯 자리 수)을 나타냅니다. 그러나 **사법고시**에서 합격을 의미할 때, 일반적으로 **세 자리 수의 점수**(예: 300점 중 750점 등)가 사용됩니다. 동사 **패스하다**는 시험 점수와 연관되어 있으며, 이 점수는 보통 세 자리 수로 표현됩니다. 따라서 이 동사가 세 자리 수"
Syntax,Argument Structure & Valency,3,G,H,"### Reasoning
The question asks which sentence contains a predicate (서술어) that requires a **two-digit number**. Analyzing each option:  
- **A, C, E, F** include numbers (7, 1, 4, 5), all **single-digit**.  
- **H** uses **""자정""** (midnight), which corresponds to **12시**—a **two-digit number** (12). This is the only instance where the context implies a two-digit number required by the predicate **제출했다**.  

### ANSWER
H"
Syntax,Argument Structure & Valency,3,J,,[EMPTY_RESPONSE]
Syntax,Agreement,3,C,D,"### Reasoning:
The context states ""그는 권위 있는 한 관공서의 직원이"" (He is an employee of an authoritative government office). Government employees in Korea are legally restricted from engaging in political activities. Option D (""정치를 계획하고 있다고 생각했다"") implies he thought *he himself* was planning politics, which directly contradicts public official regulations. Other options describe plausible actions or observations for a government employee (e.g., reviewing information, observing consultations). Option D is therefore unnatural as a continuation.

### ANSWER
D"
Syntax,Argument Structure & Valency,3,F,,[EMPTY_RESPONSE]
Syntax,Argument Structure & Valency,3,J,,[EMPTY_RESPONSE]
Semantics,Inter-sentence Relations,3,C,,[EMPTY_RESPONSE]
Semantics,Conjunctions,3,A,A,"지문은 대부분의 액체는 얼면 부피가 감소하지만 물은 부피가 증가한다는 대조를 설명한 후, 이 사실이 실제로 수도관 등에서 발생하는 현상을 예시로 제시한다. 첫 번째 공백은 두 문장 간의 반대 관계를 연결해야 하므로 '반면'이 적합하고, 두 번째 공백은 물의 부피 증가가 수반하는 결과적 예시를 연결해야 하므로 '그래서'가 적절하다. 다른 선택지는 대조 또는 추가 관계를 제시하지만 인과 관계가 필요하므로 부적합하다.

### ANSWER
A"
Syntax,Argument Structure & Valency,3,I,I,"문제에서 꺽쇠 안의 서술어가 요구하는 자릿수가 한 자리인 것을 찾아야 한다. 자릿수 한 자리란 숫자가 1~9로 표현되는 것을 의미한다. 각 옵션의 꺽쇠 안 서술어를 분석하면, **I 옵션**의 `<�보했다>`는 ""증보했다""로 해석될 수 있다. ""증보하다""는 매출 등이 특정 비율만큼 증가했을 때 사용되며, 일반적으로 **한 자리 수의 백분율**(예: 5%, 3%)과 함께 사용된다. 이는 자릿수가 한 자리인 수를 요구하는 특성이 있다. 다른 옵션들은 수량을 직접 요구하지 않거나 다자리 수도 가능하므로 적합하지 않다.

### ANSWER
I"
