license_name,subject,answer,pred,response
세무사,행정소송법,A,E,E
세무사,행정소송법,E,E,E
손해사정사,보험계약법,B,D,D
손해사정사,보험계약법,D,D,D
손해사정사,보험계약법,C,C,C
손해사정사,보험계약법,A,A,A
손해사정사,보험계약법,D,D,D
손해사정사,보험계약법,C,C,C
손해사정사,보험계약법,B,B,B
손해사정사,보험계약법,A,A,A
법무사,부동산등기법,E,E,E
법무사,부동산등기법,C,C,C
법무사,부동산등기법,B,C,C
법무사,부동산등기법,D,D,D
법무사,부동산등기법,E,D,D
법무사,부동산등기법,D,D,D
법무사,부동산등기법,B,B,B
법무사,상법,B,B,B
공인노무사,민법,C,C,C
공인노무사,민법,E,E,E
공인노무사,민법,A,A,A
공인노무사,민법,B,B,B
공인노무사,민법,E,E,E
공인노무사,민법,C,C,C
공인노무사,민법,D,D,D
공인노무사,민법,D,D,D
손해사정사,보험계약법,D,D,D
손해사정사,보험계약법,C,C,C
손해사정사,보험계약법,B,B,B
손해사정사,보험계약법,C,C,C
손해사정사,보험계약법,B,B,B
손해사정사,보험계약법,C,C,C
손해사정사,보험계약법,C,C,C
손해사정사,보험계약법,D,D,D
세무사,행정소송법,D,D,D
세무사,행정소송법,A,E,E
세무사,행정소송법,C,C,C
세무사,행정소송법,C,C,C
세무사,행정소송법,A,A,A
세무사,행정소송법,C,C,C
세무사,행정소송법,D,D,D
세무사,행정소송법,E,E,E
손해사정사,보험업법,B,B,B
손해사정사,보험업법,D,D,D
손해사정사,보험업법,A,D,D
손해사정사,보험업법,B,D,D
손해사정사,보험업법,A,A,A
손해사정사,보험업법,B,B,B
손해사정사,보험업법,A,B,B
손해사정사,보험업법,C,C,C
공인노무사,민법,C,C,C
공인노무사,민법,C,C,C
공인노무사,민법,E,E,E
공인노무사,사회보험법,E,E,E
공인노무사,사회보험법,A,B,B
공인노무사,사회보험법,B,E,E
공인노무사,사회보험법,B,B,B
공인노무사,사회보험법,D,A,A
법무사,상법,A,A,A
법무사,상법,B,B,B
법무사,상법,C,D,D
법무사,상법,E,E,E
법무사,상법,E,E,E
법무사,상법,D,E,E
법무사,상법,B,D,D
법무사,상법,C,B,B
공인노무사,사회보험법,D,D,D
공인노무사,사회보험법,D,B,B
공인노무사,사회보험법,D,D,D
공인노무사,사회보험법,A,E,E
공인노무사,사회보험법,A,A,A
공인노무사,사회보험법,E,E,E
공인노무사,사회보험법,C,C,C
공인노무사,사회보험법,A,A,A
손해사정사,보험업법,C,C,C
손해사정사,보험업법,C,C,C
손해사정사,보험업법,B,B,B
손해사정사,보험업법,D,D,D
손해사정사,보험업법,D,D,D
손해사정사,보험업법,B,B,B
손해사정사,보험업법,C,B,B
손해사정사,보험업법,D,C,C
세무사,행정소송법,B,B,B
세무사,행정소송법,C,D,D
세무사,행정소송법,A,A,A
세무사,행정소송법,C,C,C
세무사,행정소송법,D,D,D
세무사,행정소송법,E,B,B
세무사,행정소송법,E,E,E
세무사,행정소송법,B,E,E
손해사정사,보험업법,C,C,C
손해사정사,보험업법,B,B,B
손해사정사,보험업법,C,C,C
손해사정사,보험업법,C,D,D
손해사정사,보험업법,B,B,B
손해사정사,보험업법,A,A,A
손해사정사,보험업법,D,D,D
손해사정사,보험업법,A,A,A
공인노무사,사회보험법,D,D,D
공인노무사,사회보험법,C,C,C
공인노무사,사회보험법,B,E,E
공인노무사,사회보험법,E,E,E
공인노무사,사회보험법,A,E,E
공인노무사,사회보험법,C,C,C
공인노무사,사회보험법,B,B,B
공인노무사,사회보험법,C,C,C
세무사,행정소송법,B,A,A
세무사,행정소송법,A,A,A
세무사,행정소송법,E,E,E
세무사,행정소송법,D,D,D
세무사,행정소송법,D,D,D
세무사,행정소송법,A,A,A
세무사,행정소송법,B,A,A
손해사정사,보험업법,D,D,D
손해사정사,보험업법,A,A,A
손해사정사,보험업법,C,B,B
손해사정사,보험업법,B,B,B
손해사정사,보험업법,C,C,C
손해사정사,보험업법,C,C,C
손해사정사,보험업법,A,D,D
손해사정사,보험업법,B,C,C
공인노무사,사회보험법,A,A,A
공인노무사,사회보험법,E,E,E
공인노무사,사회보험법,B,D,D
공인노무사,사회보험법,C,E,E
공인노무사,사회보험법,B,B,B
공인노무사,사회보험법,C,C,C
공인노무사,사회보험법,E,D,D
공인노무사,사회보험법,E,E,E
법무사,상법,B,A,A
법무사,상법,D,D,D
법무사,상법,E,E,E
법무사,상법,E,E,E
법무사,상법,A,B,B
법무사,상법,B,C,C
법무사,상법,B,B,B
법무사,상법,B,B,B
손해사정사,보험업법,D,D,D
손해사정사,보험업법,A,A,A
손해사정사,보험업법,C,B,B
손해사정사,보험업법,D,D,D
손해사정사,보험업법,D,D,D
손해사정사,보험업법,D,D,D
손해사정사,보험업법,B,A,A
손해사정사,보험업법,A,D,D
공인노무사,사회보험법,D,E,E
공인노무사,사회보험법,B,B,B
공인노무사,사회보험법,D,D,D
공인노무사,사회보험법,D,E,E
공인노무사,사회보험법,E,E,E
공인노무사,사회보험법,E,C,C
공인노무사,사회보험법,E,E,E
공인노무사,사회보험법,A,A,A
손해사정사,손해사정이론,B,B,B
손해사정사,손해사정이론,D,D,D
손해사정사,손해사정이론,C,C,C
손해사정사,손해사정이론,B,B,B
손해사정사,손해사정이론,A,A,A
손해사정사,손해사정이론,B,B,B
손해사정사,손해사정이론,A,A,A
손해사정사,손해사정이론,C,C,C
공인노무사,사회보험법,D,D,D
손해사정사,손해사정이론,C,C,C
손해사정사,손해사정이론,D,D,D
손해사정사,손해사정이론,B,B,B
손해사정사,손해사정이론,A,A,A
손해사정사,손해사정이론,C,C,C
손해사정사,손해사정이론,D,D,D
손해사정사,손해사정이론,B,B,B
손해사정사,손해사정이론,C,C,C
손해사정사,손해사정이론,C,C,C
손해사정사,손해사정이론,D,D,D
손해사정사,손해사정이론,A,A,A
손해사정사,손해사정이론,A,A,A
손해사정사,손해사정이론,D,D,D
손해사정사,손해사정이론,A,A,A
손해사정사,손해사정이론,A,A,A
손해사정사,손해사정이론,C,C,C
법무사,상법,C,C,C
법무사,상법,D,D,D
법무사,상법,A,A,A
법무사,상법,A,A,A
법무사,상법,E,E,E
법무사,상법,C,C,C
법무사,상법,B,D,D
법무사,상법,D,E,E
손해사정사,손해사정이론,A,D,D
손해사정사,손해사정이론,A,B,B
손해사정사,손해사정이론,C,C,C
손해사정사,손해사정이론,B,B,B
손해사정사,손해사정이론,C,D,D
손해사정사,손해사정이론,C,C,C
손해사정사,손해사정이론,D,D,D
손해사정사,손해사정이론,C,C,C
손해사정사,손해사정이론,B,B,B
손해사정사,손해사정이론,A,A,A
손해사정사,손해사정이론,D,D,D
손해사정사,손해사정이론,D,D,D
손해사정사,손해사정이론,A,A,A
손해사정사,손해사정이론,A,A,A
손해사정사,손해사정이론,B,B,B
손해사정사,손해사정이론,D,D,D
법무사,상법,A,A,A
법무사,상법,C,B,B
법무사,상법,A,E,E
법무사,상법,D,E,E
법무사,상업등기법및비송사건절차법,E,C,C
법무사,상업등기법및비송사건절차법,B,B,B
법무사,상업등기법및비송사건절차법,C,C,C
법무사,상업등기법및비송사건절차법,A,E,E
법무사,상업등기법및비송사건절차법,B,D,D
법무사,상업등기법및비송사건절차법,D,E,E
법무사,상업등기법및비송사건절차법,D,D,D
법무사,상업등기법및비송사건절차법,B,B,B
법무사,상업등기법및비송사건절차법,E,A,A
법무사,상업등기법및비송사건절차법,A,A,A
법무사,상업등기법및비송사건절차법,D,D,D
법무사,상업등기법및비송사건절차법,C,C,C
법무사,상업등기법및비송사건절차법,E,E,E
법무사,상업등기법및비송사건절차법,C,C,C
법무사,상업등기법및비송사건절차법,D,D,D
법무사,헌법,E,E,E
법무사,헌법,B,B,B
법무사,헌법,E,A,A
법무사,헌법,C,C,C
법무사,헌법,B,C,C
법무사,헌법,C,C,C
법무사,헌법,C,C,C
법무사,헌법,B,B,B
법무사,헌법,B,B,B
법무사,헌법,A,A,A
법무사,헌법,E,E,E
법무사,헌법,C,D,D
법무사,헌법,D,D,D
법무사,헌법,E,B,B
법무사,헌법,C,A,A
법무사,헌법,A,A,A
법무사,헌법,E,E,E
법무사,헌법,B,B,B
법무사,헌법,A,E,E
법무사,헌법,D,D,D
변호사,민사법,D,A,A
변호사,민사법,C,D,D
변호사,민사법,C,C,C
변호사,민사법,C,B,B
변호사,민사법,C,C,C
변호사,민사법,D,D,D
변호사,민사법,C,C,C
변호사,민사법,D,D,D
변호사,민사법,B,B,B
변호사,민사법,C,A,A
